,EDA,time
0,1.746889,2022-10-26 16:02:19.250
1,1.787892,2022-10-26 16:02:19.500
2,1.786611,2022-10-26 16:02:19.750
3,1.790455,2022-10-26 16:02:20.000
4,1.791736,2022-10-26 16:02:20.250
5,1.787892,2022-10-26 16:02:20.500
6,1.789173,2022-10-26 16:02:20.750
7,1.786611,2022-10-26 16:02:21.000
8,1.790455,2022-10-26 16:02:21.250
9,1.781485,2022-10-26 16:02:21.500
10,1.77636,2022-10-26 16:02:21.750
11,1.740483,2022-10-26 16:02:22.000
12,1.726388,2022-10-26 16:02:22.250
13,1.731513,2022-10-26 16:02:22.500
14,1.726388,2022-10-26 16:02:22.750
15,1.716137,2022-10-26 16:02:23.000
16,1.709731,2022-10-26 16:02:23.250
17,1.702043,2022-10-26 16:02:23.500
18,1.698199,2022-10-26 16:02:23.750
19,1.695636,2022-10-26 16:02:24.000
20,1.689229,2022-10-26 16:02:24.250
21,1.686667,2022-10-26 16:02:24.500
22,1.682823,2022-10-26 16:02:24.750
23,1.68026,2022-10-26 16:02:25.000
24,1.675135,2022-10-26 16:02:25.250
25,1.671291,2022-10-26 16:02:25.500
26,1.668728,2022-10-26 16:02:25.750
27,1.664884,2022-10-26 16:02:26.000
28,1.659759,2022-10-26 16:02:26.250
29,1.659759,2022-10-26 16:02:26.500
30,1.66104,2022-10-26 16:02:26.750
31,1.673853,2022-10-26 16:02:27.000
32,1.703324,2022-10-26 16:02:27.250
33,1.752015,2022-10-26 16:02:27.500
34,1.801987,2022-10-26 16:02:27.750
35,1.850677,2022-10-26 16:02:28.000
36,1.877585,2022-10-26 16:02:28.250
37,1.898086,2022-10-26 16:02:28.500
38,1.908337,2022-10-26 16:02:28.750
39,1.900649,2022-10-26 16:02:29.000
40,1.88271,2022-10-26 16:02:29.250
41,1.858365,2022-10-26 16:02:29.500
42,1.835301,2022-10-26 16:02:29.750
43,1.807112,2022-10-26 16:02:30.000
44,1.784048,2022-10-26 16:02:30.250
45,1.762265,2022-10-26 16:02:30.500
46,1.748171,2022-10-26 16:02:30.750
47,1.732795,2022-10-26 16:02:31.000
48,1.725107,2022-10-26 16:02:31.250
49,1.717419,2022-10-26 16:02:31.500
50,1.709731,2022-10-26 16:02:31.750
51,1.69948,2022-10-26 16:02:32.000
52,1.690511,2022-10-26 16:02:32.250
53,1.681541,2022-10-26 16:02:32.500
54,1.672572,2022-10-26 16:02:32.750
55,1.666165,2022-10-26 16:02:33.000
56,1.664884,2022-10-26 16:02:33.250
57,1.666165,2022-10-26 16:02:33.500
58,1.681541,2022-10-26 16:02:33.750
59,1.687948,2022-10-26 16:02:34.000
60,1.702043,2022-10-26 16:02:34.250
61,1.73792,2022-10-26 16:02:34.500
62,1.748171,2022-10-26 16:02:34.750
63,1.721263,2022-10-26 16:02:35.000
64,1.685385,2022-10-26 16:02:35.250
65,1.675135,2022-10-26 16:02:35.500
66,1.655915,2022-10-26 16:02:35.750
67,1.636695,2022-10-26 16:02:36.000
68,1.630288,2022-10-26 16:02:36.250
69,1.620038,2022-10-26 16:02:36.500
70,1.605943,2022-10-26 16:02:36.750
71,1.595692,2022-10-26 16:02:37.000
72,1.589286,2022-10-26 16:02:37.250
73,1.579035,2022-10-26 16:02:37.500
74,1.571347,2022-10-26 16:02:37.750
75,1.570066,2022-10-26 16:02:38.000
76,1.552127,2022-10-26 16:02:38.250
77,1.5265,2022-10-26 16:02:38.500
78,1.517531,2022-10-26 16:02:38.750
79,1.512406,2022-10-26 16:02:39.000
80,1.512406,2022-10-26 16:02:39.250
81,1.521375,2022-10-26 16:02:39.500
82,1.534188,2022-10-26 16:02:39.750
83,1.532907,2022-10-26 16:02:40.000
84,1.5265,2022-10-26 16:02:40.250
85,1.523938,2022-10-26 16:02:40.500
86,1.521375,2022-10-26 16:02:40.750
87,1.517531,2022-10-26 16:02:41.000
88,1.521375,2022-10-26 16:02:41.250
89,1.518812,2022-10-26 16:02:41.500
90,1.517531,2022-10-26 16:02:41.750
91,1.514968,2022-10-26 16:02:42.000
92,1.512406,2022-10-26 16:02:42.250
93,1.508562,2022-10-26 16:02:42.500
94,1.508562,2022-10-26 16:02:42.750
95,1.504718,2022-10-26 16:02:43.000
