,EDA,time
0,3.582319,2021-12-17 16:42:23.500
1,3.586163,2021-12-17 16:42:23.750
2,3.588725,2021-12-17 16:42:24.000
3,3.59513,2021-12-17 16:42:24.250
4,3.611783,2021-12-17 16:42:24.500
5,3.591287,2021-12-17 16:42:24.750
6,3.588725,2021-12-17 16:42:25.000
7,3.579757,2021-12-17 16:42:25.250
8,3.583601,2021-12-17 16:42:25.500
9,3.590006,2021-12-17 16:42:25.750
10,3.591287,2021-12-17 16:42:26.000
11,3.59513,2021-12-17 16:42:26.250
12,3.591287,2021-12-17 16:42:26.500
13,3.582319,2021-12-17 16:42:26.750
14,3.584882,2021-12-17 16:42:27.000
15,3.591287,2021-12-17 16:42:27.250
16,3.591287,2021-12-17 16:42:27.500
17,3.602816,2021-12-17 16:42:27.750
18,3.597692,2021-12-17 16:42:28.000
19,3.578476,2021-12-17 16:42:28.250
20,3.591287,2021-12-17 16:42:28.500
21,3.587444,2021-12-17 16:42:28.750
22,3.579757,2021-12-17 16:42:29.000
23,3.581038,2021-12-17 16:42:29.250
24,3.564385,2021-12-17 16:42:29.500
25,3.555418,2021-12-17 16:42:29.750
26,3.527236,2021-12-17 16:42:30.000
27,3.524673,2021-12-17 16:42:30.250
28,3.549013,2021-12-17 16:42:30.500
29,3.563104,2021-12-17 16:42:30.750
30,3.602816,2021-12-17 16:42:31.000
31,3.596411,2021-12-17 16:42:31.250
32,3.587444,2021-12-17 16:42:31.500
33,3.573352,2021-12-17 16:42:31.750
34,3.516988,2021-12-17 16:42:32.000
35,3.572071,2021-12-17 16:42:32.250
36,3.601535,2021-12-17 16:42:32.500
37,3.619469,2021-12-17 16:42:32.750
38,3.587444,2021-12-17 16:42:33.000
39,3.575914,2021-12-17 16:42:33.250
40,3.566947,2021-12-17 16:42:33.500
41,3.54517,2021-12-17 16:42:33.750
42,3.549013,2021-12-17 16:42:34.000
43,3.540046,2021-12-17 16:42:34.250
44,3.566947,2021-12-17 16:42:34.500
45,3.578476,2021-12-17 16:42:34.750
46,3.659181,2021-12-17 16:42:35.000
47,3.639966,2021-12-17 16:42:35.250
48,3.650214,2021-12-17 16:42:35.500
49,3.663024,2021-12-17 16:42:35.750
50,3.597692,2021-12-17 16:42:36.000
51,3.57079,2021-12-17 16:42:36.250
52,3.575914,2021-12-17 16:42:36.500
53,3.564385,2021-12-17 16:42:36.750
54,3.551575,2021-12-17 16:42:37.000
55,3.537484,2021-12-17 16:42:37.250
56,3.53236,2021-12-17 16:42:37.500
57,3.54517,2021-12-17 16:42:37.750
58,3.533641,2021-12-17 16:42:38.000
59,3.522112,2021-12-17 16:42:38.250
60,3.568228,2021-12-17 16:42:38.500
61,3.520831,2021-12-17 16:42:38.750
62,3.499053,2021-12-17 16:42:39.000
63,3.514426,2021-12-17 16:42:39.250
64,3.513144,2021-12-17 16:42:39.500
65,3.501615,2021-12-17 16:42:39.750
66,3.496491,2021-12-17 16:42:40.000
67,3.501615,2021-12-17 16:42:40.250
68,3.484962,2021-12-17 16:42:40.500
69,3.467028,2021-12-17 16:42:40.750
70,3.461904,2021-12-17 16:42:41.000
71,3.465747,2021-12-17 16:42:41.250
72,3.460623,2021-12-17 16:42:41.500
73,3.487524,2021-12-17 16:42:41.750
74,3.510582,2021-12-17 16:42:42.000
75,3.538765,2021-12-17 16:42:42.250
76,3.505458,2021-12-17 16:42:42.500
77,3.504177,2021-12-17 16:42:42.750
78,3.509301,2021-12-17 16:42:43.000
79,3.516988,2021-12-17 16:42:43.250
80,3.4824,2021-12-17 16:42:43.500
81,3.459342,2021-12-17 16:42:43.750
82,3.46959,2021-12-17 16:42:44.000
83,3.499053,2021-12-17 16:42:44.250
84,3.475995,2021-12-17 16:42:44.500
85,3.470871,2021-12-17 16:42:44.750
86,3.458061,2021-12-17 16:42:45.000
87,3.460623,2021-12-17 16:42:45.250
88,3.451655,2021-12-17 16:42:45.500
89,3.441407,2021-12-17 16:42:45.750
90,3.444623,2021-12-17 16:42:46.000
91,3.47793,2021-12-17 16:42:46.250
92,3.561196,2021-12-17 16:42:46.500
93,3.5407,2021-12-17 16:42:46.750
94,3.556072,2021-12-17 16:42:47.000
95,3.550948,2021-12-17 16:42:47.250
96,3.544543,2021-12-17 16:42:47.500
97,3.539419,2021-12-17 16:42:47.750
98,3.530452,2021-12-17 16:42:48.000
99,3.524047,2021-12-17 16:42:48.250
100,3.518923,2021-12-17 16:42:48.500
101,3.516361,2021-12-17 16:42:48.750
102,3.516361,2021-12-17 16:42:49.000
103,3.521485,2021-12-17 16:42:49.250
104,3.538138,2021-12-17 16:42:49.500
105,3.550948,2021-12-17 16:42:49.750
106,3.559915,2021-12-17 16:42:50.000
107,3.56632,2021-12-17 16:42:50.250
108,3.572726,2021-12-17 16:42:50.500
109,3.585536,2021-12-17 16:42:50.750
110,3.565039,2021-12-17 16:42:51.000
111,3.530452,2021-12-17 16:42:51.250
112,3.518923,2021-12-17 16:42:51.500
113,3.535576,2021-12-17 16:42:51.750
114,3.526609,2021-12-17 16:42:52.000
115,3.521485,2021-12-17 16:42:52.250
116,3.538138,2021-12-17 16:42:52.500
117,3.483054,2021-12-17 16:42:52.750
118,3.458715,2021-12-17 16:42:53.000
119,3.467682,2021-12-17 16:42:53.250
120,3.472806,2021-12-17 16:42:53.500
121,3.459996,2021-12-17 16:42:53.750
122,3.479211,2021-12-17 16:42:54.000
123,3.463839,2021-12-17 16:42:54.250
124,3.471525,2021-12-17 16:42:54.500
125,3.461277,2021-12-17 16:42:54.750
126,3.484335,2021-12-17 16:42:55.000
127,3.50227,2021-12-17 16:42:55.250
128,3.472806,2021-12-17 16:42:55.500
129,3.459996,2021-12-17 16:42:55.750
130,3.457434,2021-12-17 16:42:56.000
131,3.448467,2021-12-17 16:42:56.250
132,3.448467,2021-12-17 16:42:56.500
133,3.457434,2021-12-17 16:42:56.750
134,3.462558,2021-12-17 16:42:57.000
135,3.472806,2021-12-17 16:42:57.250
136,3.49074,2021-12-17 16:42:57.500
137,3.500988,2021-12-17 16:42:57.750
138,3.504832,2021-12-17 16:42:58.000
139,3.506113,2021-12-17 16:42:58.250
