,EDA,time
0,1.039532,2022-10-28 11:25:18.500
1,1.044657,2022-10-28 11:25:18.750
2,1.036969,2022-10-28 11:25:19.000
3,1.039532,2022-10-28 11:25:19.250
4,1.036969,2022-10-28 11:25:19.500
5,1.028001,2022-10-28 11:25:19.750
6,1.029282,2022-10-28 11:25:20.000
7,1.028001,2022-10-28 11:25:20.250
8,1.026719,2022-10-28 11:25:20.500
9,1.022876,2022-10-28 11:25:20.750
10,1.024157,2022-10-28 11:25:21.000
11,1.022876,2022-10-28 11:25:21.250
12,1.019032,2022-10-28 11:25:21.500
13,1.020313,2022-10-28 11:25:21.750
14,1.016469,2022-10-28 11:25:22.000
15,1.016469,2022-10-28 11:25:22.250
16,1.013907,2022-10-28 11:25:22.500
17,1.013907,2022-10-28 11:25:22.750
18,1.008782,2022-10-28 11:25:23.000
19,1.012626,2022-10-28 11:25:23.250
20,1.006219,2022-10-28 11:25:23.500
21,1.004938,2022-10-28 11:25:23.750
22,1.003657,2022-10-28 11:25:24.000
23,1.008782,2022-10-28 11:25:24.250
24,1.003657,2022-10-28 11:25:24.500
25,1.006219,2022-10-28 11:25:24.750
26,1.006219,2022-10-28 11:25:25.000
27,1.007501,2022-10-28 11:25:25.250
28,1.006219,2022-10-28 11:25:25.500
29,1.006219,2022-10-28 11:25:25.750
30,1.006219,2022-10-28 11:25:26.000
31,1.007501,2022-10-28 11:25:26.250
32,1.003657,2022-10-28 11:25:26.500
33,1.004938,2022-10-28 11:25:26.750
34,0.999813,2022-10-28 11:25:27.000
35,1.003657,2022-10-28 11:25:27.250
36,1.002376,2022-10-28 11:25:27.500
37,1.001094,2022-10-28 11:25:27.750
38,0.995969,2022-10-28 11:25:28.000
39,0.997251,2022-10-28 11:25:28.250
40,0.993407,2022-10-28 11:25:28.500
41,0.994688,2022-10-28 11:25:28.750
42,0.995969,2022-10-28 11:25:29.000
43,0.994688,2022-10-28 11:25:29.250
44,1.002376,2022-10-28 11:25:29.500
45,1.002376,2022-10-28 11:25:29.750
46,1.003657,2022-10-28 11:25:30.000
47,1.002376,2022-10-28 11:25:30.250
48,1.001094,2022-10-28 11:25:30.500
49,0.997251,2022-10-28 11:25:30.750
50,0.994688,2022-10-28 11:25:31.000
51,0.990844,2022-10-28 11:25:31.250
52,0.988282,2022-10-28 11:25:31.500
53,0.985719,2022-10-28 11:25:31.750
54,0.988282,2022-10-28 11:25:32.000
55,0.980594,2022-10-28 11:25:32.250
56,0.981876,2022-10-28 11:25:32.500
57,0.980594,2022-10-28 11:25:32.750
58,0.984438,2022-10-28 11:25:33.000
59,0.987001,2022-10-28 11:25:33.250
60,0.995969,2022-10-28 11:25:33.500
61,1.019032,2022-10-28 11:25:33.750
62,1.034407,2022-10-28 11:25:34.000
63,1.057469,2022-10-28 11:25:34.250
64,1.063876,2022-10-28 11:25:34.500
65,1.06772,2022-10-28 11:25:34.750
66,1.071563,2022-10-28 11:25:35.000
67,1.065157,2022-10-28 11:25:35.250
68,1.045938,2022-10-28 11:25:35.500
69,1.034407,2022-10-28 11:25:35.750
70,1.029282,2022-10-28 11:25:36.000
71,1.029282,2022-10-28 11:25:36.250
72,1.010063,2022-10-28 11:25:36.500
73,0.988282,2022-10-28 11:25:36.750
74,0.997251,2022-10-28 11:25:37.000
75,1.002376,2022-10-28 11:25:37.250
76,1.007501,2022-10-28 11:25:37.500
77,1.006219,2022-10-28 11:25:37.750
78,1.008782,2022-10-28 11:25:38.000
79,1.006219,2022-10-28 11:25:38.250
80,1.007501,2022-10-28 11:25:38.500
81,1.003657,2022-10-28 11:25:38.750
