,EDA,time
0,3.854774,2022-10-26 16:02:19.250
1,3.826583,2022-10-26 16:02:19.500
2,3.908593,2022-10-26 16:02:19.750
3,3.904749,2022-10-26 16:02:20.000
4,3.911156,2022-10-26 16:02:20.250
5,3.907312,2022-10-26 16:02:20.500
6,3.890654,2022-10-26 16:02:20.750
7,3.885528,2022-10-26 16:02:21.000
8,3.880402,2022-10-26 16:02:21.250
9,3.875277,2022-10-26 16:02:21.500
10,3.870151,2022-10-26 16:02:21.750
11,3.867588,2022-10-26 16:02:22.000
12,3.863744,2022-10-26 16:02:22.250
13,3.857337,2022-10-26 16:02:22.500
14,3.85093,2022-10-26 16:02:22.750
15,3.84196,2022-10-26 16:02:23.000
16,3.834272,2022-10-26 16:02:23.250
17,3.839397,2022-10-26 16:02:23.500
18,3.835553,2022-10-26 16:02:23.750
19,3.83299,2022-10-26 16:02:24.000
20,3.840679,2022-10-26 16:02:24.250
21,3.86887,2022-10-26 16:02:24.500
22,3.831709,2022-10-26 16:02:24.750
23,3.852211,2022-10-26 16:02:25.000
24,3.629246,2022-10-26 16:02:25.250
25,3.671533,2022-10-26 16:02:25.500
26,3.944473,2022-10-26 16:02:25.750
27,3.926533,2022-10-26 16:02:26.000
28,3.935503,2022-10-26 16:02:26.250
29,3.935503,2022-10-26 16:02:26.500
30,3.936785,2022-10-26 16:02:26.750
31,3.927814,2022-10-26 16:02:27.000
32,3.915,2022-10-26 16:02:27.250
33,3.870151,2022-10-26 16:02:27.500
34,3.857337,2022-10-26 16:02:27.750
35,3.8599,2022-10-26 16:02:28.000
36,3.847086,2022-10-26 16:02:28.250
37,3.839397,2022-10-26 16:02:28.500
38,3.831709,2022-10-26 16:02:28.750
39,3.82402,2022-10-26 16:02:29.000
40,3.815051,2022-10-26 16:02:29.250
41,3.813769,2022-10-26 16:02:29.500
42,3.806081,2022-10-26 16:02:29.750
43,3.799674,2022-10-26 16:02:30.000
44,3.793267,2022-10-26 16:02:30.250
45,3.794548,2022-10-26 16:02:30.500
46,3.784297,2022-10-26 16:02:30.750
47,3.779171,2022-10-26 16:02:31.000
48,3.771483,2022-10-26 16:02:31.250
49,3.770201,2022-10-26 16:02:31.500
50,3.763794,2022-10-26 16:02:31.750
51,3.758669,2022-10-26 16:02:32.000
52,3.753543,2022-10-26 16:02:32.250
53,3.749699,2022-10-26 16:02:32.500
54,3.752262,2022-10-26 16:02:32.750
55,3.748417,2022-10-26 16:02:33.000
56,3.744573,2022-10-26 16:02:33.250
57,3.743292,2022-10-26 16:02:33.500
58,3.740729,2022-10-26 16:02:33.750
59,3.739448,2022-10-26 16:02:34.000
60,3.736885,2022-10-26 16:02:34.250
61,3.74201,2022-10-26 16:02:34.500
62,3.735603,2022-10-26 16:02:34.750
63,3.743292,2022-10-26 16:02:35.000
64,3.745855,2022-10-26 16:02:35.250
