,EDA,time
0,29.724442,2022-08-17 13:28:56.750
1,29.734692,2022-08-17 13:28:57.000
2,29.686007,2022-08-17 13:28:57.250
3,29.948647,2022-08-17 13:28:57.500
4,30.017832,2022-08-17 13:28:57.750
5,30.308659,2022-08-17 13:28:58.000
6,30.32147,2022-08-17 13:28:58.250
7,30.102388,2022-08-17 13:28:58.500
8,30.046017,2022-08-17 13:28:58.750
9,29.952492,2022-08-17 13:28:59.000
10,29.826935,2022-08-17 13:28:59.250
11,29.855122,2022-08-17 13:28:59.500
12,30.035767,2022-08-17 13:28:59.750
13,30.099827,2022-08-17 13:29:00.000
14,30.120325,2022-08-17 13:29:00.250
15,30.042173,2022-08-17 13:29:00.500
16,29.88587,2022-08-17 13:29:00.750
17,29.8974,2022-08-17 13:29:01.000
18,29.849997,2022-08-17 13:29:01.250
19,29.912775,2022-08-17 13:29:01.500
20,29.966583,2022-08-17 13:29:01.750
21,29.957615,2022-08-17 13:29:02.000
22,29.838467,2022-08-17 13:29:02.250
23,29.703943,2022-08-17 13:29:02.500
24,29.692411,2022-08-17 13:29:02.750
25,29.595043,2022-08-17 13:29:03.000
26,29.529703,2022-08-17 13:29:03.250
27,29.397848,2022-08-17 13:29:03.500
28,29.309446,2022-08-17 13:29:03.750
29,29.294073,2022-08-17 13:29:04.000
30,29.272293,2022-08-17 13:29:04.250
31,29.260761,2022-08-17 13:29:04.500
32,29.196703,2022-08-17 13:29:04.750
33,29.196703,2022-08-17 13:29:05.000
34,29.200546,2022-08-17 13:29:05.250
35,29.251793,2022-08-17 13:29:05.500
36,29.256918,2022-08-17 13:29:05.750
37,29.295353,2022-08-17 13:29:06.000
38,29.31201,2022-08-17 13:29:06.250
39,29.271011,2022-08-17 13:29:06.500
40,29.228733,2022-08-17 13:29:06.750
41,29.223608,2022-08-17 13:29:07.000
42,29.206953,2022-08-17 13:29:07.250
43,29.150581,2022-08-17 13:29:07.500
44,29.121113,2022-08-17 13:29:07.750
45,29.099333,2022-08-17 13:29:08.000
46,29.081398,2022-08-17 13:29:08.250
47,29.08396,2022-08-17 13:29:08.500
48,29.173641,2022-08-17 13:29:08.750
49,29.423471,2022-08-17 13:29:09.000
50,29.692518,2022-08-17 13:29:09.250
51,29.874445,2022-08-17 13:29:09.500
52,29.943628,2022-08-17 13:29:09.750
53,29.987188,2022-08-17 13:29:10.000
54,29.92313,2022-08-17 13:29:10.250
55,29.797575,2022-08-17 13:29:10.500
56,29.62846,2022-08-17 13:29:10.750
57,29.46447,2022-08-17 13:29:11.000
58,29.331226,2022-08-17 13:29:11.250
59,29.217201,2022-08-17 13:29:11.500
60,29.190296,2022-08-17 13:29:11.750
61,29.201828,2022-08-17 13:29:12.000
62,29.168518,2022-08-17 13:29:12.250
63,29.15955,2022-08-17 13:29:12.500
64,29.122395,2022-08-17 13:29:12.750
65,29.109583,2022-08-17 13:29:13.000
66,29.076273,2022-08-17 13:29:13.250
67,29.05065,2022-08-17 13:29:13.500
68,28.96542,2022-08-17 13:29:13.750
69,28.959015,2022-08-17 13:29:14.000
70,28.94364,2022-08-17 13:29:14.250
71,28.964138,2022-08-17 13:29:14.500
72,28.970545,2022-08-17 13:29:14.750
73,28.960295,2022-08-17 13:29:15.000
74,28.95389,2022-08-17 13:29:15.250
75,28.924421,2022-08-17 13:29:15.500
76,28.948765,2022-08-17 13:29:15.750
77,29.025635,2022-08-17 13:29:16.000
78,29.158878,2022-08-17 13:29:16.250
79,29.279308,2022-08-17 13:29:16.500
80,29.348492,2022-08-17 13:29:16.750
81,29.413832,2022-08-17 13:29:17.000
82,29.440737,2022-08-17 13:29:17.250
83,29.453548,2022-08-17 13:29:17.500
84,29.402302,2022-08-17 13:29:17.750
85,29.372833,2022-08-17 13:29:18.000
86,29.299807,2022-08-17 13:29:18.250
87,29.23831,2022-08-17 13:29:18.500
88,29.166565,2022-08-17 13:29:18.750
89,29.144785,2022-08-17 13:29:19.000
90,29.102507,2022-08-17 13:29:19.250
91,29.078163,2022-08-17 13:29:19.500
92,29.061508,2022-08-17 13:29:19.750
93,29.057665,2022-08-17 13:29:20.000
94,29.035885,2022-08-17 13:29:20.250
95,29.017948,2022-08-17 13:29:20.500
96,29.017948,2022-08-17 13:29:20.750
97,29.03076,2022-08-17 13:29:21.000
98,29.044853,2022-08-17 13:29:21.250
99,29.06279,2022-08-17 13:29:21.500
100,29.07432,2022-08-17 13:29:21.750
101,29.098661,2022-08-17 13:29:22.000
102,29.08585,2022-08-17 13:29:22.250
103,29.070477,2022-08-17 13:29:22.500
104,29.073038,2022-08-17 13:29:22.750
105,29.051258,2022-08-17 13:29:23.000
106,29.032042,2022-08-17 13:29:23.250
107,29.024355,2022-08-17 13:29:23.500
108,29.00898,2022-08-17 13:29:23.750
109,28.996168,2022-08-17 13:29:24.000
110,29.014105,2022-08-17 13:29:24.250
111,29.057665,2022-08-17 13:29:24.500
112,29.130692,2022-08-17 13:29:24.750
113,29.162722,2022-08-17 13:29:25.000
114,29.175533,2022-08-17 13:29:25.250
115,29.19475,2022-08-17 13:29:25.500
116,29.208843,2022-08-17 13:29:25.750
117,29.175533,2022-08-17 13:29:26.000
118,29.158878,2022-08-17 13:29:26.250
119,29.147346,2022-08-17 13:29:26.500
120,29.121723,2022-08-17 13:29:26.750
121,29.105068,2022-08-17 13:29:27.000
122,29.099943,2022-08-17 13:29:27.250
123,29.08585,2022-08-17 13:29:27.500
124,29.12813,2022-08-17 13:29:27.750
125,29.090975,2022-08-17 13:29:28.000
126,29.097382,2022-08-17 13:29:28.250
127,29.08457,2022-08-17 13:29:28.500
128,29.073038,2022-08-17 13:29:28.750
129,29.08585,2022-08-17 13:29:29.000
130,29.067915,2022-08-17 13:29:29.250
131,29.088413,2022-08-17 13:29:29.500
132,29.060226,2022-08-17 13:29:29.750
133,29.12813,2022-08-17 13:29:30.000
134,29.135817,2022-08-17 13:29:30.250
135,29.089693,2022-08-17 13:29:30.500
136,29.078163,2022-08-17 13:29:30.750
137,29.093538,2022-08-17 13:29:31.000
138,29.087132,2022-08-17 13:29:31.250
139,29.08457,2022-08-17 13:29:31.500
140,29.073038,2022-08-17 13:29:31.750
141,29.076881,2022-08-17 13:29:32.000
142,29.071758,2022-08-17 13:29:32.250
143,29.087132,2022-08-17 13:29:32.500
144,29.087132,2022-08-17 13:29:32.750
145,29.123005,2022-08-17 13:29:33.000
146,29.10635,2022-08-17 13:29:33.250
147,29.115318,2022-08-17 13:29:33.500
148,29.176813,2022-08-17 13:29:33.750
149,29.322868,2022-08-17 13:29:34.000
150,29.43305,2022-08-17 13:29:34.250
151,29.49967,2022-08-17 13:29:34.500
152,29.55348,2022-08-17 13:29:34.750
153,29.736078,2022-08-17 13:29:35.000
154,29.707893,2022-08-17 13:29:35.250
155,29.673302,2022-08-17 13:29:35.500
156,29.566963,2022-08-17 13:29:35.750
157,29.46575,2022-08-17 13:29:36.000
158,29.401691,2022-08-17 13:29:36.250
159,29.369661,2022-08-17 13:29:36.500
160,29.300478,2022-08-17 13:29:36.750
161,29.29151,2022-08-17 13:29:37.000
162,29.295353,2022-08-17 13:29:37.250
163,29.259481,2022-08-17 13:29:37.500
164,29.242825,2022-08-17 13:29:37.750
165,29.230013,2022-08-17 13:29:38.000
166,29.299196,2022-08-17 13:29:38.250
167,29.360693,2022-08-17 13:29:38.500
168,29.326101,2022-08-17 13:29:38.750
169,29.501623,2022-08-17 13:29:39.000
170,29.449095,2022-08-17 13:29:39.250
171,29.39913,2022-08-17 13:29:39.500
172,29.447813,2022-08-17 13:29:39.750
173,29.586182,2022-08-17 13:29:40.000
174,29.496498,2022-08-17 13:29:40.250
175,29.486248,2022-08-17 13:29:40.500
176,29.431158,2022-08-17 13:29:40.750
177,29.063461,2022-08-17 13:29:41.000
178,28.939186,2022-08-17 13:29:41.250
179,28.632315,2022-08-17 13:29:41.500
180,28.578505,2022-08-17 13:29:41.750
181,28.424763,2022-08-17 13:29:42.000
182,27.92309,2022-08-17 13:29:42.250
183,27.700817,2022-08-17 13:29:42.500
184,28.187664,2022-08-17 13:29:42.750
185,28.693729,2022-08-17 13:29:43.000
186,29.145332,2022-08-17 13:29:43.250
187,29.316462,2022-08-17 13:29:43.500
188,29.158878,2022-08-17 13:29:43.750
189,28.563129,2022-08-17 13:29:44.000
190,28.517008,2022-08-17 13:29:44.250
191,28.830162,2022-08-17 13:29:44.500
192,28.968531,2022-08-17 13:29:44.750
193,28.950594,2022-08-17 13:29:45.000
194,28.889097,2022-08-17 13:29:45.250
195,28.866035,2022-08-17 13:29:45.500
196,28.863474,2022-08-17 13:29:45.750
197,28.09733,2022-08-17 13:29:46.000
198,27.92309,2022-08-17 13:29:46.250
199,27.468924,2022-08-17 13:29:46.500
200,27.149364,2022-08-17 13:29:46.750
201,27.540123,2022-08-17 13:29:47.000
202,28.133308,2022-08-17 13:29:47.250
203,28.652731,2022-08-17 13:29:47.500
204,28.832726,2022-08-17 13:29:47.750
205,28.881411,2022-08-17 13:29:48.000
206,28.051207,2022-08-17 13:29:48.250
207,27.42152,2022-08-17 13:29:48.500
208,28.119215,2022-08-17 13:29:48.750
209,28.572016,2022-08-17 13:29:49.000
210,28.5009,2022-08-17 13:29:49.250
211,28.564959,2022-08-17 13:29:49.500
212,28.531649,2022-08-17 13:29:49.750
213,28.400969,2022-08-17 13:29:50.000
214,28.497057,2022-08-17 13:29:50.250
215,28.6098,2022-08-17 13:29:50.500
216,28.776354,2022-08-17 13:29:50.750
217,28.763542,2022-08-17 13:29:51.000
218,28.703325,2022-08-17 13:29:51.250
219,28.650799,2022-08-17 13:29:51.500
220,28.571365,2022-08-17 13:29:51.750
221,28.49065,2022-08-17 13:29:52.000
222,28.427874,2022-08-17 13:29:52.250
223,28.411219,2022-08-17 13:29:52.500
224,28.384314,2022-08-17 13:29:52.750
225,28.389439,2022-08-17 13:29:53.000
226,28.37022,2022-08-17 13:29:53.250
227,28.331785,2022-08-17 13:29:53.500
228,28.375345,2022-08-17 13:29:53.750
229,28.29463,2022-08-17 13:29:54.000
230,28.211355,2022-08-17 13:29:54.250
231,28.23954,2022-08-17 13:29:54.500
232,27.992273,2022-08-17 13:29:54.750
233,27.708504,2022-08-17 13:29:55.000
234,27.889149,2022-08-17 13:29:55.250
235,27.882744,2022-08-17 13:29:55.500
236,27.992926,2022-08-17 13:29:55.750
237,28.128729,2022-08-17 13:29:56.000
238,28.145386,2022-08-17 13:29:56.250
239,28.163321,2022-08-17 13:29:56.500
240,28.137697,2022-08-17 13:29:56.750
241,28.181257,2022-08-17 13:29:57.000
242,28.233786,2022-08-17 13:29:57.250
243,28.286314,2022-08-17 13:29:57.500
244,28.375998,2022-08-17 13:29:57.750
245,28.486177,2022-08-17 13:29:58.000
246,28.501553,2022-08-17 13:29:58.250
247,28.501553,2022-08-17 13:29:58.500
248,28.507957,2022-08-17 13:29:58.750
249,28.519489,2022-08-17 13:29:59.000
250,28.519489,2022-08-17 13:29:59.250
251,28.500271,2022-08-17 13:29:59.500
252,28.515644,2022-08-17 13:29:59.750
253,28.505396,2022-08-17 13:30:00.000
254,28.505396,2022-08-17 13:30:00.250
255,28.495146,2022-08-17 13:30:00.500
