,EDA,time
0,6.821912,2022-08-17 14:00:55.250
1,7.270845,2022-08-17 14:00:55.500
2,7.541206,2022-08-17 14:00:55.750
3,7.442077,2022-08-17 14:00:56.000
4,7.006424,2022-08-17 14:00:56.250
5,7.228094,2022-08-17 14:00:56.500
6,7.170434,2022-08-17 14:00:56.750
7,7.278066,2022-08-17 14:00:57.000
8,7.283192,2022-08-17 14:00:57.250
9,7.293442,2022-08-17 14:00:57.500
10,7.328038,2022-08-17 14:00:57.750
11,7.360072,2022-08-17 14:00:58.000
12,7.730376,2022-08-17 14:00:58.250
13,8.055834,2022-08-17 14:00:58.500
14,7.298432,2022-08-17 14:00:58.750
15,7.07946,2022-08-17 14:00:59.000
16,7.485642,2022-08-17 14:00:59.250
17,7.756003,2022-08-17 14:00:59.500
18,7.805974,2022-08-17 14:00:59.750
19,8.058397,2022-08-17 14:01:00.000
20,8.511852,2022-08-17 14:01:00.250
21,8.582126,2022-08-17 14:01:00.500
22,8.478337,2022-08-17 14:01:00.750
23,8.459118,2022-08-17 14:01:01.000
24,8.058062,2022-08-17 14:01:01.250
25,7.818452,2022-08-17 14:01:01.500
26,7.687957,2022-08-17 14:01:01.750
27,8.109514,2022-08-17 14:01:02.000
28,8.09542,2022-08-17 14:01:02.250
29,8.260712,2022-08-17 14:01:02.500
30,7.795588,2022-08-17 14:01:02.750
31,8.117203,2022-08-17 14:01:03.000
32,7.696926,2022-08-17 14:01:03.250
33,7.940379,2022-08-17 14:01:03.500
34,8.533635,2022-08-17 14:01:03.750
35,8.916553,2022-08-17 14:01:04.000
36,8.460299,2022-08-17 14:01:04.250
37,8.506428,2022-08-17 14:01:04.500
38,8.985645,2022-08-17 14:01:04.750
39,8.915173,2022-08-17 14:01:05.000
40,9.129154,2022-08-17 14:01:05.250
41,8.925423,2022-08-17 14:01:05.500
42,8.731942,2022-08-17 14:01:05.750
43,8.424422,2022-08-17 14:01:06.000
44,8.388644,2022-08-17 14:01:06.250
45,8.286139,2022-08-17 14:01:06.500
46,8.169537,2022-08-17 14:01:06.750
47,8.293826,2022-08-17 14:01:07.000
48,8.150317,2022-08-17 14:01:07.250
49,7.888926,2022-08-17 14:01:07.500
50,7.913471,2022-08-17 14:01:07.750
51,7.780212,2022-08-17 14:01:08.000
52,7.56623,2022-08-17 14:01:08.250
53,7.634141,2022-08-17 14:01:08.500
54,7.570075,2022-08-17 14:01:08.750
55,7.521384,2022-08-17 14:01:09.000
56,7.609796,2022-08-17 14:01:09.250
57,7.781494,2022-08-17 14:01:09.500
58,7.832747,2022-08-17 14:01:09.750
59,8.024947,2022-08-17 14:01:10.000
60,8.199208,2022-08-17 14:01:10.250
61,8.215865,2022-08-17 14:01:10.500
62,8.188957,2022-08-17 14:01:10.750
63,8.118484,2022-08-17 14:01:11.000
64,8.058262,2022-08-17 14:01:11.250
65,8.032635,2022-08-17 14:01:11.500
66,8.031354,2022-08-17 14:01:11.750
67,8.045448,2022-08-17 14:01:12.000
68,7.9801,2022-08-17 14:01:12.250
69,7.976256,2022-08-17 14:01:12.500
70,7.994195,2022-08-17 14:01:12.750
71,7.987788,2022-08-17 14:01:13.000
72,8.187675,2022-08-17 14:01:13.250
73,8.294026,2022-08-17 14:01:13.500
74,8.377313,2022-08-17 14:01:13.750
75,8.473413,2022-08-17 14:01:14.000
76,8.621847,2022-08-17 14:01:14.250
77,8.598783,2022-08-17 14:01:14.500
78,8.550093,2022-08-17 14:01:14.750
79,8.509089,2022-08-17 14:01:15.000
80,8.530872,2022-08-17 14:01:15.250
81,8.370706,2022-08-17 14:01:15.500
82,7.933772,2022-08-17 14:01:15.750
83,8.020903,2022-08-17 14:01:16.000
84,8.243855,2022-08-17 14:01:16.250
85,8.159286,2022-08-17 14:01:16.500
86,8.123409,2022-08-17 14:01:16.750
87,8.064467,2022-08-17 14:01:17.000
88,8.002964,2022-08-17 14:01:17.250
89,7.937616,2022-08-17 14:01:17.500
90,7.887644,2022-08-17 14:01:17.750
91,7.910908,2022-08-17 14:01:18.000
92,8.026228,2022-08-17 14:01:18.250
93,8.146673,2022-08-17 14:01:18.500
94,8.187675,2022-08-17 14:01:18.750
95,8.188957,2022-08-17 14:01:19.000
96,8.145392,2022-08-17 14:01:19.250
97,8.077481,2022-08-17 14:01:19.500
98,8.015978,2022-08-17 14:01:19.750
99,7.945504,2022-08-17 14:01:20.000
100,7.887845,2022-08-17 14:01:20.250
101,7.844279,2022-08-17 14:01:20.500
102,7.940379,2022-08-17 14:01:20.750
103,8.010852,2022-08-17 14:01:21.000
104,8.073637,2022-08-17 14:01:21.250
105,8.150517,2022-08-17 14:01:21.500
106,8.12489,2022-08-17 14:01:21.750
107,8.040323,2022-08-17 14:01:22.000
108,8.015978,2022-08-17 14:01:22.250
109,7.996758,2022-08-17 14:01:22.500
110,7.977538,2022-08-17 14:01:22.750
111,7.949348,2022-08-17 14:01:23.000
112,7.939098,2022-08-17 14:01:23.250
113,7.928847,2022-08-17 14:01:23.500
114,7.914752,2022-08-17 14:01:23.750
115,7.863499,2022-08-17 14:01:24.000
116,7.850686,2022-08-17 14:01:24.250
117,7.841716,2022-08-17 14:01:24.500
118,7.836591,2022-08-17 14:01:24.750
119,7.827622,2022-08-17 14:01:25.000
120,7.818653,2022-08-17 14:01:25.250
121,7.821215,2022-08-17 14:01:25.500
122,7.809683,2022-08-17 14:01:25.750
123,7.801995,2022-08-17 14:01:26.000
124,7.790463,2022-08-17 14:01:26.250
125,7.7879,2022-08-17 14:01:26.500
126,7.782775,2022-08-17 14:01:26.750
127,7.768681,2022-08-17 14:01:27.000
128,7.764837,2022-08-17 14:01:27.250
129,7.773806,2022-08-17 14:01:27.500
130,7.760993,2022-08-17 14:01:27.750
131,7.753304,2022-08-17 14:01:28.000
132,7.755867,2022-08-17 14:01:28.250
133,7.748179,2022-08-17 14:01:28.500
134,7.736648,2022-08-17 14:01:28.750
135,7.741773,2022-08-17 14:01:29.000
136,7.732803,2022-08-17 14:01:29.250
137,7.726397,2022-08-17 14:01:29.500
138,7.723834,2022-08-17 14:01:29.750
139,7.712302,2022-08-17 14:01:30.000
140,7.704614,2022-08-17 14:01:30.250
141,7.694364,2022-08-17 14:01:30.500
142,7.695645,2022-08-17 14:01:30.750
143,7.695645,2022-08-17 14:01:31.000
144,7.693082,2022-08-17 14:01:31.250
145,7.682831,2022-08-17 14:01:31.500
146,7.691801,2022-08-17 14:01:31.750
147,7.693082,2022-08-17 14:01:32.000
148,7.676425,2022-08-17 14:01:32.250
149,7.673862,2022-08-17 14:01:32.500
150,7.671299,2022-08-17 14:01:32.750
151,7.677706,2022-08-17 14:01:33.000
152,7.659768,2022-08-17 14:01:33.250
153,7.657205,2022-08-17 14:01:33.500
154,7.65208,2022-08-17 14:01:33.750
155,7.650798,2022-08-17 14:01:34.000
156,7.639266,2022-08-17 14:01:34.250
157,7.64311,2022-08-17 14:01:34.500
158,7.649517,2022-08-17 14:01:34.750
159,7.637985,2022-08-17 14:01:35.000
160,7.631578,2022-08-17 14:01:35.250
161,7.626453,2022-08-17 14:01:35.500
162,7.637985,2022-08-17 14:01:35.750
163,7.639266,2022-08-17 14:01:36.000
164,7.637985,2022-08-17 14:01:36.250
165,7.636703,2022-08-17 14:01:36.500
166,7.636703,2022-08-17 14:01:36.750
167,7.631578,2022-08-17 14:01:37.000
168,7.627734,2022-08-17 14:01:37.250
169,7.626453,2022-08-17 14:01:37.500
170,7.621327,2022-08-17 14:01:37.750
171,7.639266,2022-08-17 14:01:38.000
172,7.718709,2022-08-17 14:01:38.250
173,7.831466,2022-08-17 14:01:38.500
174,7.91219,2022-08-17 14:01:38.750
175,7.967287,2022-08-17 14:01:39.000
176,7.981381,2022-08-17 14:01:39.250
177,7.981381,2022-08-17 14:01:39.500
178,7.955755,2022-08-17 14:01:39.750
179,7.913471,2022-08-17 14:01:40.000
180,7.871187,2022-08-17 14:01:40.250
181,7.83531,2022-08-17 14:01:40.500
182,7.807121,2022-08-17 14:01:40.750
183,7.77765,2022-08-17 14:01:41.000
184,7.767399,2022-08-17 14:01:41.250
185,7.744335,2022-08-17 14:01:41.500
186,7.734085,2022-08-17 14:01:41.750
187,7.734085,2022-08-17 14:01:42.000
188,7.763556,2022-08-17 14:01:42.250
189,7.768681,2022-08-17 14:01:42.500
190,7.768681,2022-08-17 14:01:42.750
191,7.771243,2022-08-17 14:01:43.000
192,7.762274,2022-08-17 14:01:43.250
193,7.746898,2022-08-17 14:01:43.500
194,7.731522,2022-08-17 14:01:43.750
195,7.722553,2022-08-17 14:01:44.000
196,7.704614,2022-08-17 14:01:44.250
197,7.687957,2022-08-17 14:01:44.500
198,7.68155,2022-08-17 14:01:44.750
199,7.673862,2022-08-17 14:01:45.000
200,7.668737,2022-08-17 14:01:45.250
201,7.664893,2022-08-17 14:01:45.500
202,7.668737,2022-08-17 14:01:45.750
203,7.66233,2022-08-17 14:01:46.000
204,7.657205,2022-08-17 14:01:46.250
205,7.646954,2022-08-17 14:01:46.500
206,7.65208,2022-08-17 14:01:46.750
207,7.68155,2022-08-17 14:01:47.000
208,7.759711,2022-08-17 14:01:47.250
209,7.901939,2022-08-17 14:01:47.500
210,8.009571,2022-08-17 14:01:47.750
211,8.058262,2022-08-17 14:01:48.000
212,8.068512,2022-08-17 14:01:48.250
213,8.064668,2022-08-17 14:01:48.500
214,8.019821,2022-08-17 14:01:48.750
215,7.976256,2022-08-17 14:01:49.000
216,7.923722,2022-08-17 14:01:49.250
217,7.877594,2022-08-17 14:01:49.500
218,7.845561,2022-08-17 14:01:49.750
219,7.809683,2022-08-17 14:01:50.000
220,7.786619,2022-08-17 14:01:50.250
221,7.768681,2022-08-17 14:01:50.500
222,7.759711,2022-08-17 14:01:50.750
223,7.740491,2022-08-17 14:01:51.000
224,7.72896,2022-08-17 14:01:51.250
225,7.727678,2022-08-17 14:01:51.500
226,7.718709,2022-08-17 14:01:51.750
227,7.708458,2022-08-17 14:01:52.000
228,7.70077,2022-08-17 14:01:52.250
229,7.695645,2022-08-17 14:01:52.500
230,7.693082,2022-08-17 14:01:52.750
231,7.707177,2022-08-17 14:01:53.000
232,7.748179,2022-08-17 14:01:53.250
233,7.771243,2022-08-17 14:01:53.500
234,7.7879,2022-08-17 14:01:53.750
235,7.7879,2022-08-17 14:01:54.000
236,7.780212,2022-08-17 14:01:54.250
237,7.766118,2022-08-17 14:01:54.500
238,7.752023,2022-08-17 14:01:54.750
239,7.727678,2022-08-17 14:01:55.000
240,7.711021,2022-08-17 14:01:55.250
241,7.695645,2022-08-17 14:01:55.500
242,7.682831,2022-08-17 14:01:55.750
243,7.678988,2022-08-17 14:01:56.000
244,7.664893,2022-08-17 14:01:56.250
245,7.658486,2022-08-17 14:01:56.500
246,7.650798,2022-08-17 14:01:56.750
247,7.641829,2022-08-17 14:01:57.000
248,7.646954,2022-08-17 14:01:57.250
249,7.646954,2022-08-17 14:01:57.500
250,7.639266,2022-08-17 14:01:57.750
251,7.635422,2022-08-17 14:01:58.000
252,7.625172,2022-08-17 14:01:58.250
253,7.618765,2022-08-17 14:01:58.500
254,7.612358,2022-08-17 14:01:58.750
255,7.611077,2022-08-17 14:01:59.000
256,7.60467,2022-08-17 14:01:59.250
257,7.611077,2022-08-17 14:01:59.500
258,7.599545,2022-08-17 14:01:59.750
259,7.60467,2022-08-17 14:02:00.000
260,7.600826,2022-08-17 14:02:00.250
261,7.600826,2022-08-17 14:02:00.500
262,7.58545,2022-08-17 14:02:00.750
263,7.588013,2022-08-17 14:02:01.000
264,7.577762,2022-08-17 14:02:01.250
265,7.571356,2022-08-17 14:02:01.500
266,7.567512,2022-08-17 14:02:01.750
267,7.563668,2022-08-17 14:02:02.000
268,7.559824,2022-08-17 14:02:02.250
269,7.559824,2022-08-17 14:02:02.500
270,7.552135,2022-08-17 14:02:02.750
271,7.54701,2022-08-17 14:02:03.000
272,7.544448,2022-08-17 14:02:03.250
273,7.53676,2022-08-17 14:02:03.500
274,7.530353,2022-08-17 14:02:03.750
275,7.527791,2022-08-17 14:02:04.000
276,7.525228,2022-08-17 14:02:04.250
277,7.538041,2022-08-17 14:02:04.500
278,7.534197,2022-08-17 14:02:04.750
279,7.538041,2022-08-17 14:02:05.000
280,7.53676,2022-08-17 14:02:05.250
281,7.525228,2022-08-17 14:02:05.500
282,7.522665,2022-08-17 14:02:05.750
283,7.512414,2022-08-17 14:02:06.000
284,7.506008,2022-08-17 14:02:06.250
285,7.499601,2022-08-17 14:02:06.500
286,7.497038,2022-08-17 14:02:06.750
287,7.493195,2022-08-17 14:02:07.000
288,7.481662,2022-08-17 14:02:07.250
289,7.493195,2022-08-17 14:02:07.500
290,7.477818,2022-08-17 14:02:07.750
291,7.481662,2022-08-17 14:02:08.000
292,7.471412,2022-08-17 14:02:08.250
293,7.465005,2022-08-17 14:02:08.500
294,7.452192,2022-08-17 14:02:08.750
295,7.454754,2022-08-17 14:02:09.000
296,7.448348,2022-08-17 14:02:09.250
297,7.445785,2022-08-17 14:02:09.500
298,7.44066,2022-08-17 14:02:09.750
299,7.463724,2022-08-17 14:02:10.000
300,7.504726,2022-08-17 14:02:10.250
301,7.530353,2022-08-17 14:02:10.500
302,7.543166,2022-08-17 14:02:10.750
303,7.548292,2022-08-17 14:02:11.000
304,7.554698,2022-08-17 14:02:11.250
305,7.544448,2022-08-17 14:02:11.500
306,7.518821,2022-08-17 14:02:11.750
307,7.508571,2022-08-17 14:02:12.000
308,7.488069,2022-08-17 14:02:12.250
309,7.477818,2022-08-17 14:02:12.500
310,7.463724,2022-08-17 14:02:12.750
311,7.453473,2022-08-17 14:02:13.000
312,7.443223,2022-08-17 14:02:13.250
313,7.443223,2022-08-17 14:02:13.500
314,7.44066,2022-08-17 14:02:13.750
315,7.439379,2022-08-17 14:02:14.000
316,7.47013,2022-08-17 14:02:14.250
